level,trim_2.0,trim_1.0,trim_0.5,trim_0.0,trim_-0.5,trim_-1.0,trim_-2.0,trim_-3.0,trim_-4.0,trim_-5.0,trim_-6.0,trim_-7.0,trim_-8.0
9.35,0.0399,0.02065,0.011,0,-0.011,-0.02235,-0.0454,-0.0698,-0.0952,-0.12095,-0.14705,-0.1738,-0.2009
9.36,0.03984,0.02064,0.011,0,-0.011,-0.02236,-0.04544,-0.06988,-0.09532,-0.12112,-0.14728,-0.17408,-0.20124
9.37,0.03978,0.02063,0.011,0,-0.011,-0.02237,-0.04548,-0.06996,-0.09544,-0.12129,-0.14751,-0.17436,-0.20158
9.38,0.03972,0.02062,0.011,0,-0.011,-0.02238,-0.04552,-0.07004,-0.09556,-0.12146,-0.14774,-0.17464,-0.20192
9.39,0.03966,0.02061,0.011,0,-0.011,-0.02239,-0.04556,-0.07012,-0.09568,-0.12163,-0.14797,-0.17492,-0.20226
9.4,0.0396,0.0206,0.011,0,-0.011,-0.0224,-0.0456,-0.0702,-0.0958,-0.1218,-0.1482,-0.1752,-0.2026
9.41,0.03954,0.02059,0.011,0,-0.011,-0.02241,-0.04564,-0.07028,-0.09592,-0.12197,-0.14843,-0.17548,-0.20294
9.42,0.03948,0.02058,0.011,0,-0.011,-0.02242,-0.04568,-0.07036,-0.09604,-0.12214,-0.14866,-0.17576,-0.20328
9.43,0.03942,0.02057,0.011,0,-0.011,-0.02243,-0.04572,-0.07044,-0.09616,-0.12231,-0.14889,-0.17604,-0.20362
9.44,0.03936,0.02056,0.011,0,-0.011,-0.02244,-0.04576,-0.07052,-0.09628,-0.12248,-0.14912,-0.17632,-0.20396
9.45,0.0393,0.02055,0.011,0,-0.011,-0.02245,-0.0458,-0.0706,-0.0964,-0.12265,-0.14935,-0.1766,-0.2043
9.46,0.03924,0.02054,0.011,0,-0.011,-0.02246,-0.04584,-0.07068,-0.09652,-0.12282,-0.14958,-0.17688,-0.20464
9.47,0.03918,0.02053,0.011,0,-0.011,-0.02247,-0.04588,-0.07076,-0.09664,-0.12299,-0.14981,-0.17716,-0.20498
9.48,0.03912,0.02052,0.011,0,-0.011,-0.02248,-0.04592,-0.07084,-0.09676,-0.12316,-0.15004,-0.17744,-0.20532
9.49,0.03906,0.02051,0.011,0,-0.011,-0.02249,-0.04596,-0.07092,-0.09688,-0.12333,-0.15027,-0.17772,-0.20566
9.5,0.039,0.0205,0.011,0,-0.011,-0.0225,-0.046,-0.071,-0.097,-0.1235,-0.1505,-0.178,-0.206
9.51,0.03894,0.02049,0.011,0,-0.011,-0.02251,-0.04604,-0.07108,-0.09712,-0.12367,-0.15073,-0.17828,-0.20634
9.52,0.03888,0.02048,0.011,0,-0.011,-0.02252,-0.04608,-0.07116,-0.09724,-0.12384,-0.15096,-0.17856,-0.20668
9.53,0.03882,0.02047,0.011,0,-0.011,-0.02253,-0.04612,-0.07124,-0.09736,-0.12401,-0.15119,-0.17884,-0.20702
9.54,0.03876,0.02046,0.011,0,-0.011,-0.02254,-0.04616,-0.07132,-0.09748,-0.12418,-0.15142,-0.17912,-0.20736
9.55,0.0387,0.02045,0.011,0,-0.011,-0.02255,-0.0462,-0.0714,-0.0976,-0.12435,-0.15165,-0.1794,-0.2077
9.56,0.03864,0.02044,0.011,0,-0.011,-0.02256,-0.04624,-0.07148,-0.09772,-0.12452,-0.15188,-0.17968,-0.20804
9.57,0.03858,0.02043,0.011,0,-0.011,-0.02257,-0.04628,-0.07156,-0.09784,-0.12469,-0.15211,-0.17996,-0.20838
9.58,0.03852,0.02042,0.011,0,-0.011,-0.02258,-0.04632,-0.07164,-0.09796,-0.12486,-0.15234,-0.18024,-0.20872
9.59,0.03846,0.02041,0.011,0,-0.011,-0.02259,-0.04636,-0.07172,-0.09808,-0.12503,-0.15257,-0.18052,-0.20906
9.6,0.0384,0.0204,0.011,0,-0.011,-0.0226,-0.0464,-0.0718,-0.0982,-0.1252,-0.1528,-0.1808,-0.2094
9.61,0.03834,0.02039,0.011,0,-0.011,-0.02261,-0.04644,-0.07188,-0.09832,-0.12537,-0.15303,-0.18108,-0.20974
9.62,0.03828,0.02038,0.011,0,-0.011,-0.02262,-0.04648,-0.07196,-0.09844,-0.12554,-0.15326,-0.18136,-0.21008
9.63,0.03822,0.02037,0.011,0,-0.011,-0.02263,-0.04652,-0.07204,-0.09856,-0.12571,-0.15349,-0.18164,-0.21042
9.64,0.03816,0.02036,0.011,0,-0.011,-0.02264,-0.04656,-0.07212,-0.09868,-0.12588,-0.15372,-0.18192,-0.21076
9.65,0.0381,0.02035,0.011,0,-0.011,-0.02265,-0.0466,-0.0722,-0.0988,-0.12605,-0.15395,-0.1822,-0.2111
9.66,0.03804,0.02034,0.011,0,-0.011,-0.02266,-0.04664,-0.07228,-0.09892,-0.12622,-0.15418,-0.18248,-0.21144
9.67,0.03798,0.02033,0.011,0,-0.011,-0.02267,-0.04668,-0.07236,-0.09904,-0.12639,-0.15441,-0.18276,-0.21178
9.68,0.03792,0.02032,0.011,0,-0.011,-0.02268,-0.04672,-0.07244,-0.09916,-0.12656,-0.15464,-0.18304,-0.21212
9.69,0.03786,0.02031,0.011,0,-0.011,-0.02269,-0.04676,-0.07252,-0.09928,-0.12673,-0.15487,-0.18332,-0.21246
9.7,0.0378,0.0203,0.011,0,-0.011,-0.0227,-0.0468,-0.0726,-0.0994,-0.1269,-0.1551,-0.1836,-0.2128
9.71,0.03774,0.02029,0.011,0,-0.011,-0.02271,-0.04684,-0.07268,-0.09952,-0.12707,-0.15533,-0.18388,-0.21314
9.72,0.03768,0.02028,0.011,0,-0.011,-0.02272,-0.04688,-0.07276,-0.09964,-0.12724,-0.15556,-0.18416,-0.21348
9.73,0.03762,0.02027,0.011,0,-0.011,-0.02273,-0.04692,-0.07284,-0.09976,-0.12741,-0.15579,-0.18444,-0.21382
9.74,0.03756,0.02026,0.011,0,-0.011,-0.02274,-0.04696,-0.07292,-0.09988,-0.12758,-0.15602,-0.18472,-0.21416
9.75,0.0375,0.02025,0.011,0,-0.011,-0.02275,-0.047,-0.073,-0.1,-0.12775,-0.15625,-0.185,-0.2145
9.76,0.03744,0.02024,0.011,0,-0.011,-0.02276,-0.04704,-0.07308,-0.10012,-0.12792,-0.15648,-0.18528,-0.21484
9.77,0.03738,0.02023,0.011,0,-0.011,-0.02277,-0.04708,-0.07316,-0.10024,-0.12809,-0.15671,-0.18556,-0.21518
9.78,0.03732,0.02022,0.011,0,-0.011,-0.02278,-0.04712,-0.07324,-0.10036,-0.12826,-0.15694,-0.18584,-0.21552
9.79,0.03726,0.02021,0.011,0,-0.011,-0.02279,-0.04716,-0.07332,-0.10048,-0.12843,-0.15717,-0.18612,-0.21586
9.8,0.0372,0.0202,0.011,0,-0.011,-0.0228,-0.0472,-0.0734,-0.1006,-0.1286,-0.1574,-0.1864,-0.2162
9.81,0.03714,0.02019,0.011,0,-0.011,-0.02281,-0.04724,-0.07348,-0.10072,-0.12877,-0.15763,-0.18668,-0.21654
9.82,0.03708,0.02018,0.011,0,-0.011,-0.02282,-0.04728,-0.07356,-0.10084,-0.12894,-0.15786,-0.18696,-0.21688
9.83,0.03702,0.02017,0.011,0,-0.011,-0.02283,-0.04732,-0.07364,-0.10096,-0.12911,-0.15809,-0.18724,-0.21722
9.84,0.03696,0.02016,0.011,0,-0.011,-0.02284,-0.04736,-0.07372,-0.10108,-0.12928,-0.15832,-0.18752,-0.21756
9.85,0.0369,0.02015,0.011,0,-0.011,-0.02285,-0.0474,-0.0738,-0.1012,-0.12945,-0.15855,-0.1878,-0.2179
9.86,0.03684,0.02014,0.011,0,-0.011,-0.02286,-0.04744,-0.07388,-0.10132,-0.12962,-0.15878,-0.18808,-0.21824
9.87,0.03678,0.02013,0.011,0,-0.011,-0.02287,-0.04748,-0.07396,-0.10144,-0.12979,-0.15901,-0.18836,-0.21858
9.88,0.03672,0.02012,0.011,0,-0.011,-0.02288,-0.04752,-0.07404,-0.10156,-0.12996,-0.15924,-0.18864,-0.21892
9.89,0.03666,0.02011,0.011,0,-0.011,-0.02289,-0.04756,-0.07412,-0.10168,-0.13013,-0.15947,-0.18892,-0.21926
9.9,0.0366,0.0201,0.011,0,-0.011,-0.0229,-0.0476,-0.0742,-0.1018,-0.1303,-0.1597,-0.1892,-0.2196
9.91,0.03654,0.02009,0.011,0,-0.011,-0.02291,-0.04764,-0.07428,-0.10192,-0.13047,-0.15993,-0.18948,-0.21994
9.92,0.03648,0.02008,0.011,0,-0.011,-0.02292,-0.04768,-0.07436,-0.10204,-0.13064,-0.16016,-0.18976,-0.22028
9.93,0.03642,0.02007,0.011,0,-0.011,-0.02293,-0.04772,-0.07444,-0.10216,-0.13081,-0.16039,-0.19004,-0.22062
9.94,0.03636,0.02006,0.011,0,-0.011,-0.02294,-0.04776,-0.07452,-0.10228,-0.13098,-0.16062,-0.19032,-0.22096
9.95,0.0363,0.02005,0.011,0,-0.011,-0.02295,-0.0478,-0.0746,-0.1024,-0.13115,-0.16085,-0.1906,-0.2213
9.96,0.03624,0.02004,0.011,0,-0.011,-0.02296,-0.04784,-0.07468,-0.10252,-0.13132,-0.16108,-0.19088,-0.22164
9.97,0.03618,0.02003,0.011,0,-0.011,-0.02297,-0.04788,-0.07476,-0.10264,-0.13149,-0.16131,-0.19116,-0.22198
9.98,0.03612,0.02002,0.011,0,-0.011,-0.02298,-0.04792,-0.07484,-0.10276,-0.13166,-0.16154,-0.19144,-0.22232
9.99,0.03606,0.02001,0.011,0,-0.011,-0.02299,-0.04796,-0.07492,-0.10288,-0.13183,-0.16177,-0.19172,-0.22266
10,0.036,0.02,0.011,0,-0.011,-0.023,-0.048,-0.075,-0.103,-0.132,-0.162,-0.192,-0.223
10.01,0.034636364,0.019818182,0.010909091,0,-0.011090909,-0.023090909,-0.048363636,-0.075545455,-0.103818182,-0.133090909,-0.163272727,-0.193454545,-0.224636364
10.02,0.033272727,0.019636364,0.010818182,0,-0.011181818,-0.023181818,-0.048727273,-0.076090909,-0.104636364,-0.134181818,-0.164545455,-0.194909091,-0.226272727
10.03,0.031909091,0.019454545,0.010727273,0,-0.011272727,-0.023272727,-0.049090909,-0.076636364,-0.105454545,-0.135272727,-0.165818182,-0.196363636,-0.227909091
10.04,0.030545455,0.019272727,0.010636364,0,-0.011363636,-0.023363636,-0.049454545,-0.077181818,-0.106272727,-0.136363636,-0.167090909,-0.197818182,-0.229545455
10.05,0.029181818,0.019090909,0.010545455,0,-0.011454545,-0.023454545,-0.049818182,-0.077727273,-0.107090909,-0.137454545,-0.168363636,-0.199272727,-0.231181818
10.06,0.027818182,0.018909091,0.010454545,0,-0.011545455,-0.023545455,-0.050181818,-0.078272727,-0.107909091,-0.138545455,-0.169636364,-0.200727273,-0.232818182
10.07,0.026454545,0.018727273,0.010363636,0,-0.011636364,-0.023636364,-0.050545455,-0.078818182,-0.108727273,-0.139636364,-0.170909091,-0.202181818,-0.234454545
10.08,0.025090909,0.018545455,0.010272727,0,-0.011727273,-0.023727273,-0.050909091,-0.079363636,-0.109545455,-0.140727273,-0.172181818,-0.203636364,-0.236090909
10.09,0.023727273,0.018363636,0.010181818,0,-0.011818182,-0.023818182,-0.051272727,-0.079909091,-0.110363636,-0.141818182,-0.173454545,-0.205090909,-0.237727273
10.1,0.022363636,0.018181818,0.010090909,0,-0.011909091,-0.023909091,-0.051636364,-0.080454545,-0.111181818,-0.142909091,-0.174727273,-0.206545455,-0.239363636
10.11,0.021,0.018,0.01,0,-0.012,-0.024,-0.052,-0.081,-0.112,-0.144,-0.176,-0.208,-0.241
10.12,0.0175,0.0165,0.01,0,-0.012,-0.0245,-0.053,-0.0825,-0.1135,-0.1455,-0.178,-0.2105,-0.2435
10.13,0.014,0.015,0.01,0,-0.012,-0.025,-0.054,-0.084,-0.115,-0.147,-0.18,-0.213,-0.246
10.14,0.0085,0.0115,0.009,0,-0.012,-0.0255,-0.055,-0.086,-0.1175,-0.1495,-0.182,-0.215,-0.248
10.15,0.003,0.008,0.008,0,-0.012,-0.026,-0.056,-0.088,-0.12,-0.152,-0.184,-0.217,-0.25
10.16,-0.0015,0.0035,0.005,0,-0.012,-0.027,-0.058,-0.09,-0.122,-0.154,-0.1865,-0.2195,-0.2525
10.17,-0.006,-0.001,0.002,0,-0.012,-0.028,-0.06,-0.092,-0.124,-0.156,-0.189,-0.222,-0.255
10.18,-0.013,-0.006,-0.002,0,-0.015,-0.031,-0.063,-0.094,-0.126,-0.159,-0.191,-0.224,-0.257
